78	17	53	28	22	75	31	67	15	94	3	80	4	62	16	14	9	53	56	92				2039232	2970240	0	3838464	369600	17519250	4019863	1520967	115500	17511824	1068672	923520	0	3288480	308448	1500576	66096	7386822	4450600	12166080	0	0	0
16	39	5	42	96	35	31	47	55	58	88	24	0	17	54	24	36	29	85	57				104576	9085440	0	11378304	1629600	8175650	12837627	363216	53900	18070712	20304768	369408	0	1379040	501228	8467536	242352	3763098	7788550	8727840	0	0	0
86	56	0	48	35	71	89	7	5	44	44	37	44	60	21	58	51	54	17	58				575168	8386560	0	23569344	967575	14482580	8282340	556416	2940	14331944	7614288	1031264	2785024	4461600	111384	11290048	424116	12067866	4856390	10565280	0	0	0
19	80	81	68	5	94	47	69	28	73	92	13	86	52	17	77	4	89	55	40				26752	6289920	705024	35845044	1050510	5099500	3629340	874368	14112	30618244	12459744	501696	506368	3420560	153816	6228992	332640	13855698	21710920	6557760	0	0	0
4	52	8	83	97	35	99	16	7	97	57	32	16	26	26	79	33	27	98	66				28160	5425056	313344	21612453	15127344	1627500	1776060	1115136	17136	26004536	13407768	2662848	482816	4407260	533832	6876160	6153840	622728	14210784	2623104	0	0	0
88	36	68	87	57	62	20	72	3	46	33	67	46	55	12	32	63	93	53	69				140800	7615944	1370880	7551339	12164256	1441500	1614600	69696	181152	8310728	11525976	5908194	1448448	14577860	1663092	1392640	4289040	1314648	725040	2146176	0	0	0
4	42	16	73	38	25	39	11	24	94	72	18	8	46	29	32	40	62	76	36				1600	14808780	1088640	6162587	17712864	1185750	4359420	66792	966144	16621456	11525976	4232736	1920768	11397236	7206732	43520	6059120	268584	916560	1492992	0	0	0
20	69	36	41	72	30	23	88	34	62	99	69	82	67	59	85	74	4	36	16				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
20	73	35	29	78	31	90	1	74	31	49	71	48	86	81	16	23	57	5	54				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	70	54	71	83	51	54	69	16	92	33	48	61	43	52	1	89	19	67	48				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
																																													
																																													
																																													
																																													
34144	162184	1216380	0	0	0	0	0	0	10500	10920	141960	340704	2433600	2402400	4204200	2802800							279496	57816	2904000	1432981	1809864	540270	0	11587200	0	85425	271360	2414720	641130	597402	244608	22464	9172800	0	0	0			
9507960	3298680	5452920	991440	1412802	4986360	5355720	5058180	3549600	5797680	2865520	11630640	13956768	569664	741888	666624	0							16194745	1781787	1936836	8316000	1314797	1952748	3313656	4580064	15642720	4287360	45560	2713600	13522432	6044940	252747	61152	149760	0	0	0			
8981847	6098785	9832735	4440590	1764070	2982882	2680818	7659480	17696040	10084840	12499520	9374640	419760	388080	57330	68796	1490580							5443200	32719995	109089	880380	415800	3403004	1808100	6075036	4258656	20335536	1774080	225120	1356800	4829440	2389860	43956	63700	0	0	0			
7953400	611800	524400	60720	110880	1912680	765072	4729536	6306048	91392	121856	100352	127232	4707584	294224	189144	242424							1444352	4300800	15358365	235773	120600	196560	1636888	5166000	14035428	2701728	15466464	3104640	221760	460800	2085440	5098368	1025640	0	0	0			
774752	1796016	3881712	15284241	19159119	15402429	21149604	12085488	7332768	3934656	1710720	1900800	985600	2956800	2439360	792792	2265120							5695272	55552	3809280	1940004	205020	2864250	206388	13987952	4797000	12814956	900576	9097920	5045040	14636160	705600	3500560	1507968	0	0	0			
2165760	8933760	570240	801900	26730	11880	297000	217800	5771700	10231650	4911192	12501216	4717440	2116800	999600	142800	357000							235200	17085816	130816	23569920	710424	389940	726750	255528	12259104	11232000	11561319	350224	14826240	7796880	32565456	1111320	9001440	0	0	0			
7112448	14224896	3338496	2761472	986240	400660	661960	395200	2647840	6008560	8538480	14942340	14719320	4490640	3160080	2889216	3064320							434304	735000	0	310688	17284608	143520	5849100	565250	1788696	0	9135360	11561319	640976	6462720	6713980	12793572	5278770	0	0	0			
2369120	70720	168640	101184	29760	1413600	1436400	11251800	21941010	14550354	1847664	786240	1834560	1921920	11771760	27663636	6383916							2373140	298584	562500	0	743432	4051080	586560	261900	4522000	275184	0	3654144	2415798	97776	6343040	5371184	17833464	0	0	0			
382800	1052700	1397220	2384910	12401532	18226494	4244526	3344172	10032516	9929088	48477312	8701056	9816576	3476704	3728032	16776144	13725936							1923264	3400320	401940	871875	0	20444380	3789720	4301440	314280	0	74256	0	2248704	1380456	354438	13478960	3364368	0	0	0			
156492	558900	0	0	0	0	3009600	1386000	441000	0	0	0	0	6638874	3373854	3373854	3304290							85680	2804760	4389504	616770	1220625	0	12322640	1684320	6121280	142560	0	19992	0	1194624	898128	430389	8883860	0	0	0			
1967784	555016	2448600	1432200	3427050	2336625	2928570	283410	338400	90240	59520	317440	55552	124992	106848	373968	2457504							0	20400	7323540	8969856	4728570	455700	531805	14916880	497640	26321504	164736	0	109956	776736	1742976	1496880	177480	0	0	0			
131040	786240	705600	4374720	4895520	2804725	4647830	13193840	6737280	0	0	0	0	793152	1353024	2129760	5058180							6023808	0	42000	13679820	5125632	1504545	589372	977835	7124480	530816	7280416	1427712	0	907137	338256	10675728	7056720	0	0	0			
0	0	0	10615920	1548155	221165	137060	67760	358160	3151808	4297920	2051280	3215520	3727080	3354372	2715444	2715444							4788480	21459816	0	168000	23451120	160176	1977402	627396	1393935	5958656	503360	992784	1903616	5076540	4962573	331992	30692718	0	0	0			
8372160	2203200	2588760	1502120	1524210	8535576	6628692	12975312	2444624	7508488	5348512	988312	5853848	272272	466004	1507660	783200							4904432	2115840	9580275	15949128	38500	16080768	212064	1599696	1613304	2230296	6229504	331760	858624	1730560	5245758	17959788	206064	0	0	0			
138112	3349216	2254280	27896715	5377680	388080	1075536	619248	1238496	2830848	758784	346112	854464	1762332	1830114	6898122	5762988							94464	18585216	793440	2720325	20640048	261800	10606464	446688	1599696	4724676	2046984	3995008	2169200	738816	133120	11108664	3731904	0	0	0			
18741888	12139632	20907144	6149160	5088960	267840	198720	327888	305118	4678476	5593830	2034120	971520	1330560	2249856	9936864	21426363							3858624	1842048	11079648	8926200	32775	15746016	231880	5249664	1982178	10969344	4188888	2908872	1997504	3118225	1619712	25600	7593264	0	0	0			
196224	1864128	1109600	2704650	407550	257400	967824	1786752	2923776	974592	476928	192096	341504	1707520	2301440	6031360	6785280							685860	3639384	2609568	8798544	7079400	9200	23365056	382602	3499776	40304286	10253952	6600672	43416	3864736	1077205	9043392	38400	0	0	0			
2036880	7332768	3188160	2036880	4371840	2064480	4266592	18364896	14399748	34728804	37529514	22366074	27552410	24864370	1484440	905760	170496							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
1481900	5779410	2454270	6310980	217620	206460	206460	112406	7980826	5176752	14361312	23740128	5349888	2563488	1699056	104880	353970							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
268380	22275540	16229322	16229322	15772158	3040416	5484672	3351744	2331648	8889408	4154832	6547008	136396	199004	87932	113297	5438256							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																													
																																													
																																													
																																													
																																													
24468444	3298400	1768425	0	227520	0	1435500	1359288	416415	268800	34826064	6636448	72864	2304000	51744	17728984	238576	0	0	0	0	0																								
1909600	3654745	1639440	403848	2441880	1282380	21408786	7412187	1574400	41076896	4594464	327888	1013760	26880	7792960	835016	0	0	0	0	0	0																								
5159640	951280	717952	2570400	2115927	738234	19620495	78720	18442688	8013600	156816	1119360	524160	5009760	1131312	95040	2702700	0	0	0	0	0																								
553472	890624	14871600	2042964	508032	6355935	131856	2752640	3931200	67716	1492480	11706240	6032160	4699296	184800	2744280	361998	0	0	0	0	0																								
14917952	6444360	3714480	822528	184230	340628	485760	1404000	6433020	2938320	19649760	3313440	8001504	739200	3049200	361998	2407680	0	0	0	0	0																								
3032640	3049200	757248	10350	548328	385440	3861000	3097380	12955320	8351148	6461208	22289904	1075200	7669200	389844	2648448	5331200	0	0	0	0	0																								
646800	9086976	5290	2467476	657000	0	7133360	10755360	2141320	8076510	9287460	752640	0	1398852	7283232	10342528	19911080	0	0	0	0	0																								
11074752	3910	1951884	1839600	0	14079000	8335404	2141320	2053350	16167060	32256	0	310856	11883168	2585632	3982216	369117	0	0	0	0	0																								
31280	1227798	766500	0	14227200	4630780	706180	2474550	14114100	233856	0	81984	0	897056	2287656	421848	4533408	0	0	0	0	0																								
1599858	588000	0	26265600	1670900	2949340	2823525	1266650	12180	0	257664	0	1160896	1542240	140616	3651912	7868280	0	0	0	0	0																								
148960	0	27993600	2582300	737335	5898030	1700930	60030	8673280	308352	0	155584	3900960	235872	1881288	6377448	1689120	0	0	0	0	0																								
0	19408896	666400	913415	38140594	633325	1980990	1734656	539616	0	554268	8916480	419328	922896	2960958	1450440	2845953	0	0	0	0	0																								
17791488	685440	2003620	70600674	656355	2117610	394240	1618848	990564	1499784	5448960	1170624	1179256	5615610	204768	1597728	5426190	0	0	0	0	0																								
78336	1185240	12692256	6844845	16093836	224000	1434888	294492	818064	8536704	4013568	365976	880880	174432	2725536	2993760	14582400	0	0	0	0	0																								
4740960	9316656	5242860	9563004	576000	589680	73623	5537664	3374976	4785408	2131272	789360	3575856	2051808	3211488	30987600	16048824	0	0	0	0	0																								
1920960	10935108	3380860	1044000	6570720	23529	8743680	105468	22132512	2541132	1487640	3213744	2984448	10229184	25612200	3890624	482448	0	0	0	0	0																								
191844	3817100	2818800	6479460	650969	9694080	172584	22793184	883872	2488416	8837796	4476672	9904448	11842200	3817216	6992	6574608	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																								
